price,manufacturer,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
12449,bmw, 2 Series,2015,Manual,23195,Diesel,20,74.3,1.5
13899,bmw, X1,2016,Manual,38775,Diesel,20,68.9,2.0
32069,merc, C Class,2019,Automatic,1000,Diesel,145,64.2,2.0
14990,audi, Q5,2013,Manual,41000,Diesel,200,47.9,2.0
31072,audi, Q7,2016,Semi-Auto,47538,Diesel,200,47.9,3.0
9790,audi, A1,2017,Manual,50095,Diesel,0,76.3,1.6
49000,bmw, 7 Series,2019,Semi-Auto,7970,Diesel,145,44.8,3.0
33199,merc, C Class,2019,Automatic,3268,Petrol,145,42.2,2.0
12298,audi, A1,2015,Manual,15837,Petrol,30,58.9,1.4
14999,audi, A3,2016,Automatic,12396,Petrol,30,58.9,1.4
20995,bmw, 4 Series,2018,Semi-Auto,14972,Petrol,150,45.6,2.0
30875,bmw, 5 Series,2019,Semi-Auto,2135,Petrol,145,48.7,2.0
25995,bmw, 4 Series,2019,Automatic,5000,Petrol,150,45.6,2.0
19549,merc, A Class,2019,Semi-Auto,10180,Diesel,150,68.9,1.5
26940,merc, C Class,2019,Automatic,4600,Diesel,145,61.4,2.0
22500,audi, A3,2019,Semi-Auto,4681,Diesel,145,53.3,1.6
21149,merc, E Class,2017,Semi-Auto,23032,Diesel,20,72.4,2.0
16314,bmw, 1 Series,2015,Manual,17846,Petrol,300,35.3,3.0
9500,bmw, 1 Series,2014,Automatic,54020,Diesel,30,64.2,2.0
25399,merc, C Class,2019,Semi-Auto,3585,Petrol,145,44.1,1.5
31299,merc, C Class,2019,Semi-Auto,4831,Diesel,145,61.4,2.0
20760,audi, Q2,2019,Semi-Auto,10025,Diesel,145,47.9,1.6
9432,audi, A1,2016,Manual,38673,Diesel,0,76.3,1.6
12400,merc, CLS Class,2013,Automatic,51423,Diesel,145,55.0,2.1
15995,audi, Q3,2017,Manual,39659,Diesel,145,61.4,2.0
15490,bmw, 3 Series,2016,Automatic,35090,Diesel,30,62.8,2.0
32000,bmw, X5,2017,Automatic,29183,Diesel,150,47.1,3.0
14299,bmw, 5 Series,2014,Automatic,34758,Diesel,125,57.6,2.0
18400,audi, Q3,2016,Manual,24069,Diesel,145,52.3,2.0
51990,audi, SQ7,2017,Automatic,30000,Diesel,145,39.2,4.0
9795,audi, A3,2015,Manual,113110,Diesel,20,67.3,2.0
32490,audi, Q5,2019,Automatic,4838,Diesel,145,38.2,2.0
18500,merc, GLA Class,2018,Manual,12347,Petrol,145,40.9,1.6
16999,audi, A4,2016,Manual,17019,Diesel,30,64.2,2.0
17300,merc, A Class,2017,Automatic,24154,Diesel,20,68.9,2.1
30599,merc, CL Class,2019,Semi-Auto,166,Petrol,145,39.8,2.0
37980,bmw, 6 Series,2020,Semi-Auto,11,Diesel,145,53.3,3.0
42995,merc, E Class,2019,Semi-Auto,4350,Diesel,145,47.1,3.0
5990,audi, A1,2014,Manual,78000,Diesel,0,74.3,1.6
11300,bmw, 2 Series,2016,Automatic,34090,Diesel,20,72.4,1.5
23771,bmw, 1 Series,2019,Manual,3559,Petrol,145,44.1,1.5
30995,bmw, 5 Series,2019,Automatic,4000,Diesel,145,60.1,2.0
25890,bmw, X1,2019,Semi-Auto,5385,Petrol,145,35.3,2.0
14000,bmw, X3,2014,Automatic,60590,Diesel,160,50.4,2.0
15490,audi, A1,2017,Semi-Auto,12782,Petrol,145,56.5,1.4
24998,merc, C Class,2019,Automatic,2073,Petrol,145,45.6,1.5
29799,merc, C Class,2019,Automatic,7621,Diesel,145,57.7,2.0
9500,merc, C Class,2013,Semi-Auto,75572,Diesel,145,54.3,2.1
26750,bmw, X1,2020,Automatic,1000,Diesel,145,47.9,2.0
46950,bmw, X5,2019,Semi-Auto,8105,Diesel,145,37.7,3.0
20871,merc, C Class,2017,Semi-Auto,37194,Diesel,145,65.7,2.1
33490,audi, Q5,2019,Automatic,5000,Diesel,145,38.2,2.0
27250,merc, GLC Class,2016,Automatic,30810,Diesel,150,56.5,2.1
13295,merc, A Class,2016,Semi-Auto,42400,Diesel,20,74.3,1.5
12798,merc, A Class,2015,Manual,54859,Diesel,20,70.6,1.5
19989,audi, A4,2017,Semi-Auto,11820,Petrol,150,52.3,2.0
16670,bmw, X1,2016,Manual,34393,Diesel,125,58.9,2.0
25449,audi, Q7,2014,Automatic,30500,Diesel,280,38.2,3.0
20690,bmw, 3 Series,2018,Automatic,16986,Diesel,145,64.2,2.0
16750,merc, C Class,2016,Automatic,24909,Diesel,30,64.2,1.6
18741,bmw, 3 Series,2017,Semi-Auto,27012,Diesel,30,64.2,2.0
26520,bmw, X5,2016,Automatic,59000,Diesel,200,47.1,3.0
20995,bmw, 4 Series,2018,Automatic,3500,Diesel,145,55.4,3.0
18998,merc, V Class,2018,Manual,28702,Diesel,145,46.3,2.1
37352,merc, CLS Class,2019,Automatic,3000,Diesel,150,45.6,2.0
27490,audi, Q2,2020,Semi-Auto,4554,Petrol,150,42.2,1.5
21150,bmw, 3 Series,2017,Automatic,17059,Hybrid,135,134.5,2.0
14298,audi, A3,2015,Semi-Auto,5322,Petrol,30,58.9,1.4
29495,merc, GLC Class,2018,Automatic,12718,Diesel,145,56.5,2.1
21990,bmw, 2 Series,2019,Manual,1243,Petrol,145,42.2,1.5
24250,bmw, 4 Series,2019,Semi-Auto,10125,Diesel,145,58.9,2.0
19990,merc, CL Class,2018,Semi-Auto,42635,Diesel,150,67.3,2.1
18000,audi, A3,2019,Manual,6000,Diesel,145,49.6,1.6
24500,audi, A5,2017,Automatic,18850,Diesel,145,58.9,3.0
15322,audi, Q3,2014,Manual,38322,Petrol,145,47.9,1.4
22199,merc, C Class,2018,Semi-Auto,32809,Diesel,150,67.3,2.1
11000,merc, A Class,2016,Manual,39119,Diesel,20,72.4,1.5
24780,merc, E Class,2019,Semi-Auto,12669,Diesel,145,72.4,2.0
11499,merc, A Class,2015,Automatic,40373,Diesel,0,70.6,1.5
11040,merc, A Class,2015,Semi-Auto,58856,Diesel,20,68.9,1.5
16150,audi, A4,2017,Manual,26970,Petrol,145,52.3,1.4
16000,merc, CLA Class,2016,Manual,33231,Petrol,125,51.4,1.6
33490,audi, Q5,2019,Automatic,7078,Diesel,145,38.2,2.0
16480,merc, E Class,2016,Automatic,48889,Diesel,125,58.9,2.1
14450,audi, A1,2016,Semi-Auto,11349,Petrol,30,57.6,1.4
33490,audi, Q5,2019,Automatic,6000,Diesel,145,38.2,2.0
31900,merc, E Class,2018,Automatic,5003,Petrol,145,40.4,2.0
13450,audi, A4,2017,Manual,59512,Diesel,145,74.3,2.0
9299,bmw, 3 Series,2015,Manual,65412,Diesel,20,68.9,2.0
21995,audi, A3,2020,Manual,5000,Diesel,145,56.5,2.0
18240,merc, A Class,2019,Automatic,15806,Diesel,145,68.9,1.5
11999,merc, A Class,2015,Semi-Auto,35153,Diesel,20,70.6,1.5
28490,bmw, 2 Series,2020,Semi-Auto,5,Petrol,145,50.4,2.0
27495,audi, A4,2019,Semi-Auto,7000,Diesel,145,49.6,2.0
12900,audi, A1,2016,Semi-Auto,12445,Petrol,20,64.2,1.0
22000,bmw, X3,2017,Automatic,27385,Diesel,145,54.3,2.0
29498,merc, GLE Class,2017,Semi-Auto,25542,Diesel,260,42.8,3.0
26139,audi, Q2,2020,Semi-Auto,6000,Petrol,145,42.2,1.5
22052,bmw, X1,2017,Semi-Auto,13217,Petrol,145,44.8,2.0
21990,merc, E Class,2018,Semi-Auto,32153,Diesel,145,61.4,2.0
56995,merc, GLE Class,2020,Semi-Auto,4296,Diesel,145,32.5,2.9
13200,merc, A Class,2016,Manual,50521,Diesel,20,68.9,1.5
13849,bmw, 3 Series,2016,Manual,20640,Diesel,30,67.3,2.0
37000,audi, Q5,2020,Semi-Auto,1000,Diesel,145,38.2,2.0
38509,merc, GLC Class,2019,Semi-Auto,3000,Diesel,145,40.9,2.0
34999,bmw, X3,2019,Automatic,12774,Diesel,145,54.3,2.0
26780,merc, C Class,2019,Semi-Auto,10340,Diesel,145,61.4,2.0
15690,audi, TT,2016,Manual,45622,Petrol,150,47.1,1.8
14750,audi, Q3,2016,Manual,46750,Petrol,145,49.6,1.4
16190,merc, GLA Class,2014,Automatic,57649,Diesel,145,55.4,2.1
41495,merc, CLS Class,2018,Automatic,8376,Petrol,145,36.2,3.0
15500,audi, A4,2016,Manual,35750,Diesel,20,72.4,2.0
21450,audi, A1,2020,Semi-Auto,2500,Petrol,150,44.1,1.0
35900,audi, A5,2019,Automatic,4896,Diesel,145,50.4,2.0
18995,bmw, 5 Series,2015,Semi-Auto,15804,Diesel,160,50.4,3.0
14490,bmw, X3,2015,Automatic,31000,Diesel,145,55.4,2.0
26995,audi, A4,2017,Automatic,28958,Petrol,150,37.7,3.0
17990,bmw, X1,2016,Semi-Auto,25216,Diesel,125,60.1,2.0
18500,audi, A4,2017,Automatic,17418,Diesel,145,62.8,2.0
14800,merc, C Class,2015,Automatic,70832,Diesel,30,64.2,2.1
9300,merc, E Class,2013,Semi-Auto,62999,Diesel,145,55.4,2.1
28999,merc, GLC Class,2016,Semi-Auto,21355,Diesel,145,56.5,2.1
23999,bmw, 2 Series,2019,Semi-Auto,5000,Petrol,145,40.9,1.5
46000,bmw, M4,2019,Semi-Auto,1501,Petrol,145,32.5,3.0
21498,bmw, 1 Series,2017,Semi-Auto,25630,Petrol,145,39.8,3.0
35699,merc, E Class,2019,Semi-Auto,8813,Diesel,145,48.7,3.0
16900,bmw, 1 Series,2019,Automatic,4176,Petrol,145,55.5,1.5
23875,bmw, 1 Series,2019,Semi-Auto,5693,Petrol,150,40.4,1.5
37900,audi, Q7,2017,Semi-Auto,22100,Diesel,150,47.9,3.0
36539,merc, C Class,2019,Semi-Auto,1000,Diesel,145,55.4,2.0
25490,bmw, X2,2018,Semi-Auto,10597,Diesel,145,58.9,2.0
12495,merc, C Class,2014,Automatic,20000,Petrol,165,44.8,1.6
24498,merc, C Class,2019,Semi-Auto,15838,Diesel,145,61.4,2.0
21602,audi, A3,2017,Semi-Auto,28498,Petrol,145,48.7,2.0
27995,merc, A Class,2019,Semi-Auto,1989,Petrol,150,45.6,2.0
32000,bmw, 4 Series,2019,Semi-Auto,4025,Diesel,145,50.4,3.0
20450,audi, A1,2019,Semi-Auto,44,Petrol,145,44.8,1.5
57995,audi, RS6,2017,Semi-Auto,34926,Petrol,325,29.4,4.0
24500,merc, C Class,2015,Automatic,91639,Petrol,300,34.5,4.0
20495,audi, Q2,2017,Semi-Auto,10000,Diesel,145,58.9,2.0
16998,bmw, 3 Series,2016,Semi-Auto,44600,Diesel,145,56.5,3.0
27990,merc, C Class,2019,Automatic,5225,Petrol,145,47.1,1.5
53499,merc, GLE Class,2019,Semi-Auto,1378,Diesel,145,32.8,3.0
19495,bmw, i3,2017,Automatic,17338,Hybrid,135,470.8,0.0
17100,merc, C Class,2018,Automatic,22655,Diesel,145,64.2,2.1
48998,bmw, i8,2016,Automatic,10087,Hybrid,0,134.5,1.5
18950,audi, A4,2016,Automatic,56000,Diesel,125,60.1,3.0
22000,bmw, 3 Series,2019,Semi-Auto,10300,Diesel,145,55.4,2.0
16991,merc, C Class,2017,Semi-Auto,41603,Diesel,30,64.2,2.1
22491,bmw, 1 Series,2019,Semi-Auto,8000,Petrol,145,48.7,2.0
22970,merc, E Class,2017,Semi-Auto,22699,Diesel,145,70.6,2.0
27280,merc, C Class,2019,Semi-Auto,7268,Petrol,145,46.3,1.5
23146,bmw, X2,2018,Manual,3752,Diesel,145,49.6,2.0
28500,bmw, 1 Series,2019,Semi-Auto,9058,Diesel,150,51.4,2.0
9999,audi, A3,2016,Manual,63562,Diesel,20,68.9,2.0
24490,audi, A3,2019,Semi-Auto,8877,Petrol,150,42.2,1.5
31000,audi, Q3,2019,Automatic,4815,Petrol,145,31.7,2.0
13690,bmw, X3,2013,Semi-Auto,30400,Diesel,165,50.4,2.0
11900,merc, C Class,2014,Manual,48055,Diesel,20,65.7,2.1
31490,merc, GLC Class,2019,Automatic,14681,Diesel,145,41.5,2.1
43880,bmw, 3 Series,2020,Automatic,5980,Hybrid,135,8.8,2.0
17481,merc, M Class,2013,Semi-Auto,58457,Diesel,200,44.8,2.1
50990,bmw, X5,2017,Automatic,10,Diesel,145,47.1,3.0
15800,audi, A3,2016,Manual,23631,Petrol,30,58.9,1.4
16637,audi, Q3,2016,Semi-Auto,48175,Petrol,145,47.9,1.4
31250,audi, Q5,2019,Automatic,5000,Diesel,145,39.2,2.0
10900,bmw, 2 Series,2017,Manual,62021,Diesel,145,65.7,2.0
16998,audi, Q3,2016,Manual,41910,Diesel,145,52.3,2.0
16995,audi, Q3,2016,Semi-Auto,37000,Diesel,145,54.3,2.0
16499,merc, C Class,2015,Automatic,33707,Diesel,30,64.2,2.1
43750,merc, E Class,2019,Automatic,2963,Petrol,145,33.7,2.0
28995,audi, A3,2018,Semi-Auto,9087,Petrol,145,43.5,2.0
21970,merc, CL Class,2014,Automatic,58114,Petrol,200,39.8,2.0
19980,merc, C Class,2017,Semi-Auto,22422,Diesel,145,61.4,2.1
36500,audi, Q5,2020,Automatic,1552,Diesel,150,38.2,2.0
16498,audi, A4,2017,Manual,13122,Petrol,145,52.3,1.4
24999,bmw, X4,2016,Automatic,28466,Diesel,200,47.9,3.0
4195,bmw, X3,2006,Manual,88000,Diesel,300,39.2,2.0
21795,merc, GLA Class,2019,Semi-Auto,7326,Petrol,150,44.8,1.6
18100,merc, GLA Class,2016,Automatic,45485,Diesel,125,56.6,2.1
22999,merc, GLA Class,2019,Semi-Auto,12904,Diesel,145,67.3,2.1
20152,merc, A Class,2016,Semi-Auto,19391,Petrol,200,42.8,2.0
35498,audi, Q5,2019,Semi-Auto,21,Petrol,145,32.1,2.0
11499,merc, B Class,2015,Manual,13437,Diesel,30,64.2,2.1
18990,audi, Q3,2016,Semi-Auto,9106,Diesel,145,51.4,2.0
25749,merc, C Class,2019,Semi-Auto,11473,Petrol,145,47.1,1.5
39995,bmw, X4,2019,Automatic,5505,Diesel,145,42.8,2.0
23950,bmw, X2,2019,Manual,4242,Petrol,150,42.8,1.5
10500,bmw, 2 Series,2016,Automatic,115470,Hybrid,0,141.2,1.5
50995,merc, SL CLASS,2019,Automatic,9393,Petrol,145,31.4,4.7
11995,audi, A4,2015,Manual,50811,Diesel,20,67.3,2.0
46500,audi, Q7,2019,Automatic,11294,Diesel,145,32.8,3.0
26990,bmw, 5 Series,2019,Semi-Auto,13929,Diesel,150,65.7,2.0
20995,merc, GLA Class,2017,Semi-Auto,18120,Petrol,205,43.5,2.0
30980,merc, GLC Class,2019,Semi-Auto,13650,Diesel,145,41.5,2.1
29995,audi, Q5,2018,Semi-Auto,14600,Diesel,145,55.4,2.0
21691,merc, C Class,2018,Automatic,13910,Diesel,145,61.4,2.1
32500,audi, A5,2019,Automatic,1000,Petrol,145,37.7,2.0
14860,bmw, 2 Series,2015,Automatic,26000,Petrol,160,47.1,2.0
31399,merc, C Class,2017,Semi-Auto,19224,Petrol,145,36.2,3.0
23975,bmw, 2 Series,2019,Semi-Auto,3013,Diesel,150,64.2,2.0
50998,merc, E Class,2020,Automatic,2000,Diesel,145,47.1,2.9
20990,merc, CLS Class,2016,Semi-Auto,44444,Diesel,160,51.4,3.0
14000,bmw, X1,2017,Automatic,54183,Diesel,150,65.7,2.0
21100,bmw, 1 Series,2017,Automatic,11360,Petrol,145,39.8,3.0
29991,bmw, 6 Series,2017,Automatic,28879,Petrol,145,31.0,4.4
51999,bmw, X5,2018,Semi-Auto,15633,Petrol,145,25.4,4.4
20980,bmw, 2 Series,2020,Semi-Auto,11,Petrol,145,50.4,1.5
11300,audi, A1,2015,Manual,20567,Petrol,30,57.6,1.4
18656,bmw, 3 Series,2016,Semi-Auto,27621,Diesel,145,56.5,3.0
25995,bmw, X1,2019,Semi-Auto,5200,Petrol,145,46.3,1.5
17786,bmw, 4 Series,2015,Automatic,45550,Petrol,260,37.2,3.0
12700,audi, A1,2017,Semi-Auto,10420,Petrol,150,64.2,1.0
13298,merc, B Class,2017,Manual,31705,Diesel,150,68.9,1.5
14250,audi, A3,2016,Manual,46000,Petrol,20,60.1,1.4
13290,merc, A Class,2016,Manual,36892,Diesel,20,72.4,1.5
26990,bmw, X6,2016,Semi-Auto,32711,Diesel,200,47.1,3.0
22500,audi, Q3,2017,Semi-Auto,29200,Petrol,145,40.4,2.0
27990,audi, A6,2019,Automatic,7400,Diesel,145,50.4,2.0
26199,merc, B Class,2019,Semi-Auto,4331,Diesel,145,55.4,2.0
23450,bmw, 1 Series,2020,Manual,2400,Petrol,145,44.1,1.5
25699,merc, C Class,2019,Semi-Auto,11793,Petrol,145,47.1,1.5
11490,merc, B Class,2016,Manual,58784,Diesel,30,65.7,2.1
30990,audi, Q3,2020,Semi-Auto,1000,Petrol,150,40.4,1.5
47162,bmw, X5,2019,Automatic,9815,Diesel,145,37.7,3.0
31400,merc, A Class,2017,Automatic,12609,Petrol,150,40.9,2.0
22395,merc, C Class,2017,Semi-Auto,26853,Diesel,20,67.3,2.1
74480,bmw, X7,2019,Automatic,7278,Diesel,145,31.4,3.0
20399,merc, C Class,2019,Semi-Auto,13334,Petrol,145,46.3,1.5
10600,bmw, 1 Series,2015,Manual,25997,Diesel,20,68.9,2.0
8490,audi, A1,2013,Manual,56884,Petrol,125,52.3,1.4
28485,audi, A4,2019,Automatic,2250,Diesel,145,51.4,2.0
30995,merc, C Class,2019,Automatic,9,Diesel,145,57.7,2.0
11842,audi, A1,2017,Manual,41427,Diesel,0,76.3,1.6
27890,audi, A5,2020,Semi-Auto,3532,Diesel,145,51.4,2.0
27999,bmw, 3 Series,2019,Semi-Auto,5155,Diesel,145,52.3,2.0
14995,bmw, 3 Series,2014,Manual,25372,Diesel,30,61.4,2.0
7990,bmw, 5 Series,2010,Automatic,85724,Diesel,200,46.3,3.0
46490,bmw, X5,2019,Semi-Auto,13015,Diesel,145,37.7,3.0
19250,merc, C Class,2017,Semi-Auto,30796,Hybrid,0,134.5,2.0
13980,bmw, 2 Series,2017,Semi-Auto,27483,Petrol,30,55.4,1.5
28990,audi, Q2,2019,Automatic,2901,Petrol,145,33.2,2.0
13190,bmw, X5,2009,Automatic,68000,Diesel,325,34.0,3.0
17445,audi, TT,2017,Manual,39929,Petrol,145,47.1,1.8
9442,audi, A3,2015,Manual,69431,Diesel,0,74.3,1.6
21490,audi, A3,2016,Semi-Auto,44601,Petrol,200,40.9,2.0
13999,bmw, 5 Series,2015,Automatic,50558,Diesel,30,62.8,2.0
51395,bmw, X3,2020,Semi-Auto,171,Diesel,145,48.7,3.0
31875,bmw, 5 Series,2019,Semi-Auto,12,Petrol,145,48.7,2.0
10393,merc, C Class,2014,Automatic,140000,Diesel,30,62.8,2.1
18995,audi, A5,2016,Semi-Auto,10000,Petrol,165,44.8,1.8
17695,merc, A Class,2017,Semi-Auto,7145,Diesel,150,74.3,1.5
9995,merc, B Class,2013,Manual,35000,Diesel,20,64.2,1.5
15250,audi, Q3,2015,Semi-Auto,56310,Diesel,160,50.4,2.0
25250,audi, A4,2019,Automatic,6999,Diesel,145,48.7,2.0
14700,bmw, 1 Series,2018,Automatic,16313,Petrol,145,55.5,1.5
26099,merc, E Class,2019,Semi-Auto,6305,Diesel,145,72.4,2.0
32900,merc, C Class,2019,Semi-Auto,3579,Petrol,145,44.1,2.0
27990,merc, C Class,2019,Semi-Auto,5550,Diesel,145,64.2,2.0
14000,bmw, X3,2011,Automatic,69117,Diesel,165,50.4,2.0
21990,audi, A1,2019,Manual,6000,Petrol,145,47.9,1.0
18999,bmw, X3,2015,Automatic,21512,Diesel,145,54.3,2.0
16490,merc, GLA Class,2017,Automatic,40045,Diesel,20,67.3,2.1
19701,merc, E Class,2016,Semi-Auto,14123,Diesel,30,65.7,2.0
30000,audi, A6,2019,Automatic,4500,Diesel,145,50.4,2.0
14950,bmw, 3 Series,2015,Manual,44538,Diesel,125,57.6,2.0
21298,bmw, 5 Series,2016,Semi-Auto,40120,Diesel,200,47.9,3.0
22475,bmw, 2 Series,2019,Semi-Auto,5558,Petrol,150,50.4,2.0
24711,merc, A Class,2019,Semi-Auto,3653,Petrol,150,53.3,1.3
7000,audi, A1,2013,Manual,76269,Diesel,0,74.3,1.6
18781,audi, Q3,2015,Semi-Auto,24621,Diesel,145,54.3,2.0
13299,bmw, X1,2016,Manual,45795,Diesel,20,68.9,2.0
11495,audi, S5,2011,Automatic,93820,Petrol,325,30.1,3.0
19250,merc, E Class,2016,Automatic,27083,Diesel,30,65.7,2.0
11990,bmw, 1 Series,2016,Manual,39000,Diesel,20,70.6,1.5
23442,audi, Q5,2016,Semi-Auto,15744,Diesel,200,47.1,2.0
10800,bmw, 1 Series,2016,Manual,26404,Petrol,125,53.3,1.5
21450,audi, A3,2020,Manual,4541,Diesel,150,51.4,1.6
16800,audi, A4,2016,Manual,36459,Diesel,30,67.3,2.0
44159,merc, E Class,2019,Semi-Auto,1000,Diesel,145,40.9,3.0
47980,merc, GLC Class,2019,Semi-Auto,3999,Petrol,145,27.4,3.0
22950,audi, Q2,2018,Semi-Auto,7441,Petrol,145,52.3,1.4
15994,bmw, X1,2016,Manual,24984,Diesel,125,58.9,2.0
32950,merc, CLS Class,2018,Automatic,3942,Diesel,145,48.7,2.9
12991,audi, A1,2016,Manual,21686,Petrol,30,55.4,1.4
15475,bmw, 3 Series,2017,Automatic,58913,Diesel,150,62.8,2.0
30950,bmw, 3 Series,2019,Semi-Auto,7586,Petrol,145,41.5,2.0
20445,audi, Q2,2017,Semi-Auto,12079,Petrol,150,54.3,1.4
19790,audi, A6,2017,Semi-Auto,43442,Diesel,145,61.4,2.0
13985,audi, A4,2016,Manual,55697,Diesel,20,70.6,2.0
33500,audi, A5,2019,Automatic,6000,Petrol,145,39.2,2.0
17000,merc, C Class,2014,Automatic,36115,Diesel,125,60.1,2.1
20999,bmw, X1,2016,Automatic,8000,Petrol,160,44.8,2.0
13995,bmw, 3 Series,2017,Semi-Auto,32871,Diesel,145,68.9,2.0
21505,merc, C Class,2016,Automatic,16703,Diesel,125,61.4,2.1
36490,audi, Q5,2019,Automatic,6000,Diesel,145,38.2,2.0
15339,merc, C Class,2016,Automatic,67267,Hybrid,0,134.5,2.0
15000,merc, A Class,2015,Automatic,20275,Petrol,125,53.3,1.6
19799,merc, GLA Class,2017,Semi-Auto,9186,Diesel,150,56.5,2.1
21590,bmw, 3 Series,2019,Semi-Auto,23000,Petrol,150,44.8,2.0
18900,bmw, 5 Series,2017,Automatic,62352,Diesel,145,65.7,2.0
15990,audi, A5,2015,Semi-Auto,37841,Diesel,150,53.3,2.0
26595,merc, C Class,2018,Semi-Auto,10040,Diesel,145,57.7,2.0
31880,audi, A6,2019,Automatic,7050,Diesel,145,47.1,2.0
13995,audi, A3,2017,Manual,36400,Petrol,20,61.4,1.4
27246,audi, A4,2019,Automatic,2167,Diesel,145,47.9,2.0
5495,audi, A3,2010,Manual,64800,Petrol,200,40.9,1.6
8280,audi, A3,2014,Manual,81457,Diesel,0,74.3,1.6
24490,audi, A3,2016,Automatic,19561,Petrol,165,43.5,2.0
18500,audi, A5,2016,Semi-Auto,57000,Petrol,30,53.3,2.0
19990,audi, Q3,2017,Manual,21502,Petrol,150,49.6,1.4
24199,merc, C Class,2019,Semi-Auto,9361,Petrol,145,44.1,1.5
15500,audi, A1,2018,Manual,22500,Petrol,145,55.4,1.4
41995,merc, GLS Class,2018,Automatic,14718,Diesel,145,37.2,3.0
22999,merc, C Class,2017,Semi-Auto,12000,Petrol,145,48.7,2.0
30980,bmw, 5 Series,2019,Semi-Auto,2215,Hybrid,135,156.9,2.0
5795,audi, TT,2008,Automatic,91000,Petrol,280,36.2,2.0
31026,merc, CLS Class,2018,Automatic,17663,Diesel,145,48.7,2.9
21490,merc, A Class,2019,Semi-Auto,2717,Petrol,145,53.3,1.3
11560,bmw, 3 Series,2015,Automatic,60803,Diesel,30,67.3,2.0
19498,bmw, 2 Series,2019,Semi-Auto,5045,Diesel,145,51.4,2.0
17441,merc, C Class,2015,Semi-Auto,49910,Diesel,125,60.1,2.1
26970,audi, A5,2020,Semi-Auto,7015,Petrol,145,39.8,2.0
10495,merc, SLK,2013,Semi-Auto,18105,Diesel,150,56.5,2.0
29990,audi, A5,2019,Automatic,2000,Diesel,145,50.4,2.0
19999,merc, C Class,2018,Automatic,25396,Diesel,145,61.4,2.1
15500,bmw, 4 Series,2016,Automatic,35376,Diesel,30,65.7,2.0
22750,bmw, 1 Series,2019,Manual,8543,Diesel,145,70.6,1.5
29980,bmw, Z4,2019,Semi-Auto,1817,Petrol,145,38.7,2.0
31995,bmw, X3,2019,Semi-Auto,2498,Petrol,145,30.4,2.0
31950,audi, Q5,2019,Semi-Auto,11296,Diesel,150,38.2,2.0
15999,bmw, 5 Series,2016,Automatic,28084,Diesel,30,62.8,2.0
24799,merc, C Class,2019,Semi-Auto,12999,Petrol,145,46.3,1.5
18485,audi, Q2,2017,Manual,22501,Diesel,145,64.2,1.6
37999,audi, Q7,2016,Automatic,36461,Diesel,0,156.9,3.0
44899,bmw, X4,2020,Automatic,100,Petrol,145,26.9,3.0
20933,audi, A4,2019,Semi-Auto,10809,Diesel,145,51.4,2.0
18000,audi, A6,2017,Automatic,47887,Diesel,20,64.2,2.0
21755,audi, Q2,2018,Semi-Auto,5485,Diesel,145,58.9,2.0
23950,audi, A4,2019,Manual,1190,Petrol,145,39.2,2.0
17490,bmw, 6 Series,2016,Automatic,62156,Diesel,200,49.6,3.0
24999,merc, C Class,2019,Semi-Auto,11842,Petrol,145,46.3,1.5
24990,merc, C Class,2018,Semi-Auto,10010,Petrol,145,46.3,1.5
26000,audi, Q2,2020,Semi-Auto,1000,Diesel,145,46.3,2.0
26099,merc, C Class,2019,Semi-Auto,9227,Petrol,145,47.1,1.5
18052,audi, Q2,2017,Manual,34000,Petrol,145,50.4,1.4
36399,merc, E Class,2019,Automatic,15020,Diesel,145,48.7,3.0
34442,bmw, 6 Series,2019,Semi-Auto,16935,Diesel,145,47.9,3.0
17000,merc, C Class,2016,Automatic,68429,Diesel,30,64.2,2.1
25990,merc, C Class,2019,Automatic,13275,Diesel,145,58.9,2.0
14450,merc, C Class,2016,Semi-Auto,34000,Diesel,20,65.7,2.1
25980,merc, GLC Class,2018,Semi-Auto,27297,Diesel,145,56.5,2.1
14795,merc, C Class,2016,Automatic,99470,Diesel,30,61.4,2.1
26998,bmw, 3 Series,2019,Semi-Auto,13268,Diesel,145,48.7,2.0
28985,audi, A5,2019,Automatic,18,Petrol,145,39.8,2.0
26399,merc, E Class,2019,Semi-Auto,15189,Diesel,145,72.4,2.0
28999,bmw, 3 Series,2019,Automatic,11681,Diesel,145,52.3,2.0
33440,bmw, 2 Series,2019,Automatic,10,Diesel,145,64.2,2.0
14300,bmw, 1 Series,2016,Automatic,22461,Diesel,20,67.3,2.0
22950,bmw, 2 Series,2019,Manual,9688,Diesel,145,65.7,2.0
31995,bmw, 4 Series,2019,Semi-Auto,1297,Diesel,145,58.9,2.0
60000,audi, A6,2019,Automatic,1000,Diesel,145,35.8,3.0
40800,audi, A4,2019,Semi-Auto,2800,Diesel,145,40.9,3.0
26295,merc, GLE Class,2016,Semi-Auto,27595,Diesel,260,42.8,3.0
8500,bmw, 4 Series,2014,Manual,141300,Diesel,125,58.9,2.0
24368,audi, Q2,2019,Manual,4502,Diesel,145,47.9,1.6
27991,audi, A6,2019,Automatic,2100,Diesel,145,50.4,2.0
52450,audi, Q7,2019,Automatic,4741,Diesel,145,33.2,3.0
22950,bmw, 3 Series,2019,Semi-Auto,6414,Diesel,145,62.8,2.0
25000,audi, Q3,2018,Semi-Auto,13746,Petrol,145,48.7,1.4
